"","label"
"F2RL3",NA
"PPP1R3F",NA
"ZNF611",NA
"RNF112",NA
"ECHS1",NA
"ZNF579",NA
"IDI1",NA
"ZFAND2B",NA
"TMEM59",NA
"TTC4",NA
"TLCD1",NA
"DTNBP1",NA
"CHIA",NA
"CD46",NA
"HEY2",NA
"METTL8",NA
"ARID3C",NA
"GGN",NA
"NFKBIB",NA
"ATP5S",NA
"TMEM178A",NA
"INSYN2",NA
"HPDL",NA
"ARL4C",NA
"APOL5",NA
"CPT2",NA
"HP1BP3",1
"TEKT5",NA
"CRY2",NA
"EIF3K",NA
"C1orf87",NA
"AICDA",NA
"PIANP",NA
"ZFP69B",NA
"ABI3",NA
"CA4",NA
"SNX30",NA
"RMDN1",NA
"NKX1-2",NA
"VSIG1",NA
"SRI",NA
"CECR2",NA
"MYL6B",NA
"LDHC",NA
"SERPINB3",NA
"SELENOP",NA
"ODF1",NA
"C14orf28",NA
"COX18",NA
"RIT2",NA
"LIM2",NA
"BTN3A1",NA
"FANCB",NA
"TRIM15",NA
"PSG1",NA
"RASD2",NA
"AKR1A1",NA
"TOM1L1",NA
"CRNN",NA
"BTNL2",NA
"ZNF529",NA
"SOHLH1",NA
"SOCS6",NA
"TMEM143",NA
"TFPI",NA
"PLEK",0
"FBXO15",NA
"RHOQ",NA
"FAM111A",NA
"CCNB1IP1",NA
"PANX1",NA
"TIMELESS",NA
"DKK2",NA
"OSCAR",NA
"HSD17B2",NA
"SFXN4",NA
"CHCHD3",NA
"GDPD3",NA
"SLC30A8",NA
"STARD6",NA
"SLC10A7",NA
"FAM192A",NA
"PTGR2",NA
"COPS7A",NA
"FAM81A",NA
"CABP2",NA
"STIMATE",NA
"GLRX3",NA
"PSEN1",NA
"GTSE1",NA
"LDHD",NA
"TRAPPC2L",NA
"SRRM1",NA
"XRCC3",NA
"ATP13A3",NA
"C19orf47",NA
"RASL10A",NA
"PPP2R3C",NA
"WDR82",NA
"FAIM2",NA
"GPKOW",NA
"SH3GLB1",NA
"COLEC11",NA
"RUNDC3A",NA
"NUDT12",NA
"EIF3H",NA
"ST8SIA1",NA
"TIMMDC1",NA
"RAB39B",NA
"CCDC105",NA
"LIN37",NA
"PRAM1",NA
"ZNF200",NA
"MED6",NA
"DUSP12",NA
"PRKRIP1",NA
"RASL11B",NA
"IPMK",NA
"TRIM54",NA
"TXNDC15",NA
"ZNF85",NA
"ITM2C",NA
"TEX13A",NA
"CAT",NA
"VIL1",NA
"CSRP2",NA
"LRRC63",NA
"SNAPC3",NA
"TRHR",NA
"EMC10",NA
"CD1E",NA
"TMEM59L",NA
"ARL10",NA
"FOXE3",NA
"RAPGEF4",NA
"CSRP1",NA
"CD5L",NA
"TM2D1",NA
"DCAF12L2",NA
"ARMH1",NA
"PRDX3",NA
"C9orf24",NA
"TUBA1A",1
"SFRP5",NA
"NCEH1",NA
"NOV",NA
"TFAP2B",NA
"TTC23L",NA
"NELL2",NA
"WBP11",NA
"ZBTB6",NA
"AVPR1B",NA
"CAB39L",NA
"FRRS1L",NA
"ALYREF",NA
"RAB29",NA
"C20orf96",NA
"ZNF75D",NA
"MFF",NA
"ZNF584",NA
"SLC38A1",NA
"RNF150",NA
"MMP20",NA
"PLEKHM2",NA
"FUT9",NA
"CBLL2",NA
"IFI44",NA
"DERL3",NA
"PDILT",NA
"TIGD2",NA
"SERPINA3",NA
"RCSD1",NA
"CBR4",NA
"CACNG5",NA
"ZNF20",NA
"MBNL2",NA
"A4GNT",NA
"TRIM11",NA
"CLDN4",NA
"CSTF3",NA
"GTF2F2",NA
"RHOF",NA
"LTB4R2",NA
"ZSCAN30",NA
"TIGD3",NA
"FOXL1",NA
"PRSS50",NA
"H2AFY",NA
"EPHX3",NA
"CD9",NA
"LRP2BP",NA
"TRIM63",NA
"ST8SIA3",NA
"LSM11",NA
"P2RY2",NA
"HMOX2",NA
"ST8SIA2",NA
"RNF41",NA
"CLEC17A",NA
"GPR19",NA
"LACTB2",NA
"SLC17A1",NA
"ACOD1",NA
"MAFG",NA
"PIGL",NA
"TAF1A",NA
"SERPINA10",NA
"MTFR2",NA
"DPYS",NA
"PSD4",NA
"ZNF10",NA
"VPS72",NA
"RCE1",NA
"RPL8",NA
"CBR1",NA
"ZNF222",NA
"ZNF594",NA
"APOBEC3G",NA
"SNX15",NA
"SCRN3",NA
"NPFFR1",NA
"NPAP1",NA
"CDCA8",0
"FGF4",NA
"ADAMDEC1",NA
"ALG10B",NA
"PTGER2",NA
"RIMKLA",NA
"FAM217A",NA
"CDR2L",NA
"THG1L",NA
"PP2D1",NA
"SLFN12L",NA
"DRG1",NA
"MOG",NA
"WFDC1",NA
"IGFBP3",NA
"USE1",NA
"CALCOCO2",NA
"RABGAP1",NA
"LYL1",NA
"FUT8",NA
"PLEKHS1",NA
"FBXW2",NA
"UGT3A1",NA
"ZNF165",NA
"IP6K3",NA
"RAB13",NA
"ZNF500",NA
"TRIM72",NA
"CHMP2B",NA
"CRYZ",NA
"MXD3",NA
"ZNF835",NA
"SNX7",NA
"ZNF440",NA
"TSEN34",NA
"ARHGEF5",NA
"CISH",NA
"IGFBP4",NA
"EXOG",NA
"PRELP",NA
"TNFRSF10A",NA
"MTHFD2L",NA
"OPN3",NA
"CHST1",NA
"ZNF70",NA
"FAXDC2",NA
"PLCL2",NA
"C5orf22",NA
"GSDMD",NA
"MMP3",NA
"POF1B",NA
"IL13RA1",NA
"TIMP2",NA
"SERPINA4",NA
"INSYN2B",NA
"SIL1",NA
"TENT5C",NA
"HTR1F",NA
"RPE",NA
"ENTHD1",NA
"ZNF714",NA
"PCBP2",NA
"CEP295NL",NA
"ST6GALNAC4",NA
"PTP4A2",NA
"ETV3",NA
"CFAP36",NA
"SLC8A2",NA
"RHBDL1",NA
"PARP11",NA
"TMEFF1",NA
"TSPAN32",NA
"PSTK",NA
"CCND3",NA
"SERPINA1",0
"UPK1B",NA
"PDIK1L",NA
"AK3",NA
"CHMP5",NA
"MAP3K20",NA
"ZNF223",NA
"COPS6",NA
"MMP1",NA
"SLC30A7",NA
"ATXN7L3",NA
"PTAR1",NA
"ENDOD1",NA
"CHST7",NA
"HAUS8",NA
"SLC38A5",NA
"ZSWIM9",NA
"AASDHPPT",NA
"DHX29",NA
"CCNE2",NA
"BCO1",NA
"RIMS4",NA
"SLC39A7",NA
"FANK1",NA
"PDCD7",NA
"RHOBTB1",NA
"OTUD1",NA
"GUK1",NA
"GRPEL2",NA
"CPM",NA
"HGH1",NA
"SLC35F4",NA
"RPS5",NA
"GDF3",NA
"FAM155B",NA
"CBFB",NA
"ADGRG5",NA
"ELMOD2",NA
"EIF2S1",NA
"GLMP",NA
"UROS",NA
"UNC119",NA
"CRIPAK",NA
"P2RX6",NA
"RPS16",NA
"CHMP2A",NA
"EXOSC7",NA
"PARVG",NA
"ST6GALNAC5",NA
"RAP2A",NA
"THAP11",NA
"ST8SIA4",NA
"MDP1",NA
"SPSB3",NA
"HCCS",NA
"GLIS2",NA
"MVB12A",NA
"IRX3",NA
"HOXA13",NA
"WDCP",NA
"RFXANK",NA
"NUF2",NA
"RHOBTB2",NA
"ZSCAN5B",NA
"FOXM1",NA
"RAD51C",NA
"GFOD1",NA
"GOLPH3",NA
"GORASP1",NA
"F11",NA
"UBE3B",NA
"PODNL1",NA
"GTPBP1",NA
"ELAVL4",NA
"GRXCR1",NA
"GID8",NA
"MRNIP",NA
"FBXO17",NA
"MACROD2",NA
"SLC29A3",NA
"DMAC2",NA
"CRYBA2",NA
"TCEA3",NA
"EMC2",NA
"GBA",NA
"CHRM2",NA
"TFB2M",NA
"CDC37",NA
"STARD5",NA
"CCKAR",NA
"RCHY1",NA
"PSMB8",NA
"KLC2",NA
"ZNF674",NA
"ZNF589",NA
"C1QTNF9",NA
"DNTTIP1",NA
"SNAP25",NA
"UBXN6",NA
"DDX50",NA
"FYTTD1",NA
"GYS1",NA
"THEMIS2",NA
"OCLN",NA
"INTS12",NA
"FBXO47",NA
"ARL8B",NA
"TNC",NA
"PDCD4",NA
"ZFYVE1",NA
"SPATC1",NA
"PRSS8",NA
"ALG10",NA
"ICMT",NA
"C5orf51",NA
"RAB30",NA
"FTH1",NA
"AQP5",NA
"ZNF410",NA
"PCDHB13",NA
"IMPA2",NA
"FGF11",NA
"TNNI2",NA
"NUDT22",NA
"APOA4",NA
"BDKRB1",NA
"CA13",NA
"C1orf116",NA
"PM20D2",NA
"WDR4",NA
"WDR54",NA
"ITPRIP",NA
"GLIPR1",NA
"ZNF79",NA
"PDGFB",0
"MAGT1",NA
"PURA",NA
"BPHL",NA
"NOVA1",NA
"CRYZL1",NA
"ERCC8",NA
"IFIT2",NA
"MRPS15",NA
"HERPUD1",NA
"ZNF2",NA
"ATG3",NA
"DSCC1",NA
"GRINA",NA
"GCNT4",NA
"C1orf94",NA
"PSMD5",NA
"SLC4A11",NA
"SCRN1",NA
"SLFN12",NA
"FGF18",NA
"ELL3",NA
"C14orf39",NA
"PEF1",NA
"C12orf40",NA
"CLPP",NA
"CD209",NA
"SAXO1",NA
"C8orf76",NA
"LAT",NA
"TNMD",NA
"KLF5",NA
"B3GNT2",NA
"SIRT7",NA
"SPATA2",NA
"AP5M1",NA
"RABL6",NA
"PDK3",NA
"UGT2B4",NA
"TMPRSS11B",NA
"CHERP",NA
"NUBPL",NA
"CLEC4F",NA
"VTI1B",NA
"PON1",NA
"TIGD4",NA
"RXFP3",NA
"NKX2-8",NA
"LPAR5",NA
"ZNF284",NA
"DOLPP1",NA
"UBE2Z",NA
"PERM1",NA
"PTHLH",NA
"SNX21",NA
"PLTP",NA
"FAM53A",NA
"GMEB1",NA
"SNX8",NA
"GFI1",NA
"PITPNB",NA
"BMP8A",NA
"MAFF",NA
"NECAB1",NA
"ZFYVE26",NA
"ADRB3",NA
"NPTX2",NA
"VASH2",NA
"FKBP8",NA
"H2AFX",NA
"CCNJ",NA
"TUFT1",NA
"RBBP8NL",NA
"C1QTNF3",NA
"YJU2",NA
"RAB3D",NA
"FHL5",NA
"RPS3",NA
"PIGM",NA
"MKRN3",NA
"CLN8",NA
"PRSS57",NA
"EYA2",NA
"ZNF280C",NA
"TATDN3",NA
"CELA1",NA
"BMI1",NA
"SPEM2",NA
"SAMD15",NA
"GPD1",NA
"ANKRD29",NA
"SC5D",NA
"TONSL",NA
"MTA1",NA
"GPRC5A",NA
"ARL1",NA
"CCNA2",NA
"SLC30A4",NA
"POLDIP2",NA
"ZNF431",NA
"OSGEPL1",NA
"JUP",NA
"ZMYND12",NA
"ABHD17A",NA
"NMNAT1",NA
"SYNE4",NA
"TM9SF1",NA
"UGT2B28",NA
"IFIT1B",NA
"TRIM69",NA
"B3GNT9",NA
"AZI2",NA
"ATCAY",NA
"KCTD17",NA
"ASB18",NA
"PDLIM3",NA
"CAPG",0
"BTN2A1",NA
"SLC38A9",NA
"TMEM44",NA
"ZDHHC12",NA
"NUFIP1",NA
"ZNF195",NA
"ATXN7L2",NA
"FEZ1",NA
"CEP68",NA
"KCTD16",NA
"MAGEC1",NA
"SLC35B4",NA
"C4orf50",NA
"C1orf43",NA
"KLK10",NA
"CNOT7",NA
"ZNF416",NA
"LRRC32",NA
"FOLR2",0
"SEPHS1",NA
"RRAS",NA
"MPPED2",NA
"WBP4",NA
"HPX",NA
"TK1",NA
"KRAS",NA
"EIF3M",NA
"GFI1B",NA
"ANXA9",NA
"GOSR1",NA
"DNAJC27",NA
"ZNF28",NA
"PIGK",NA
"DNAJC9",NA
"STK17B",NA
"FCF1",NA
"TMEM129",NA
"RNASEH2C",NA
"LEFTY1",NA
"AURKA",NA
"PPP1R3C",NA
"RFTN2",NA
"IMPA1",NA
"DMTN",NA
"ANXA13",NA
"THPO",NA
"C18orf63",NA
"PYCR2",NA
"ADARB1",NA
"OPCML",NA
"CIAPIN1",NA
"COPE",0
"SSUH2",NA
"CYB5D2",NA
"MARCH5",NA
"HSD17B1",NA
"NEUROG3",NA
"ARMH4",NA
"MROH2B",NA
"UNC50",NA
"TEPSIN",NA
"GHSR",NA
"SIAH1",NA
"DPEP2",NA
"STPG3",NA
"NDUFAF1",NA
"GTF2E2",NA
"ALKBH1",NA
"SURF4",NA
"ELMOD3",NA
"ARRDC4",NA
"ABRAXAS2",NA
"ZNF846",NA
"AKIRIN2",NA
"SYT4",NA
"HM13",NA
"AK1",NA
"PRLHR",NA
"PIM2",NA
"SLC12A3",NA
"ARHGEF39",NA
"STX10",NA
"TMEM108",NA
"DUSP6",NA
"RTL5",NA
"HTR3C",NA
"NEMP2",NA
"POM121L2",NA
"PTGFR",NA
"PAPSS1",NA
"RPL6",NA
"RLF",NA
"ZPBP",NA
"JMJD7",NA
"SERPINA11",NA
"PLPP7",NA
"UBE2W",NA
"NMUR2",NA
"GAR1",NA
"C19orf57",NA
"CHIT1",NA
"CDR2",NA
"GLYATL1",NA
"YWHAQ",1
"SSR1",NA
"FHOD1",NA
"DUSP26",NA
"H2AFJ",NA
"NAF1",NA
"DHRS12",NA
"KCTD15",NA
"SLC39A11",NA
"PLAG1",NA
"ZNF792",NA
"CAPZA2",NA
"MIA2",NA
"WBP1L",NA
"RAB33A",NA
"TATDN1",NA
"FAM83E",NA
"QKI",NA
"SH2D7",NA
"APOBEC3B",NA
"HSPB7",NA
"SELL",NA
"HIC1",NA
"ZNF768",NA
"LRRC42",NA
"POLR2B",NA
"RNFT1",NA
"FOXI2",NA
"STRADB",NA
"WIPF3",NA
"RTF2",NA
"PIGN",NA
"FAM47A",NA
"FGFR2",NA
"PRSS54",NA
"FOXA3",NA
"TERF1",NA
"DAP3",NA
"CKAP5",NA
"ZNF205",NA
"BHLHE40",NA
"ZNF329",NA
"PPID",NA
"DIABLO",NA
"SOWAHC",NA
"ZNF266",NA
"RPS3A",NA
"E2F1",NA
"CRYGA",NA
"NEPRO",NA
"NEIL3",NA
"CTSZ",NA
"NOX3",NA
"DOK2",NA
"GINS1",NA
"PGC",NA
"MFAP4",NA
"RGS20",NA
"HS3ST3B1",NA
"PSG6",NA
"LCMT1",NA
"FBXL3",NA
"TIMM21",NA
"ARMC12",NA
"PARP16",NA
"TNFAIP1",NA
"PAQR3",NA
"CNOT8",NA
"CENPI",NA
"DCN",NA
"MISP",NA
"CLNK",NA
"SLC22A25",NA
"CRYM",NA
"SELENOI",NA
"NFKBID",NA
"HSD17B13",NA
"CPA2",NA
"AKAP3",NA
"CNN1",NA
"APCDD1L",NA
"PEX14",NA
"TRIM29",NA
"THAP3",NA
"TM9SF4",NA
"ABHD17B",NA
"IL1R1",NA
"RPL13A",NA
"UBQLN3",NA
"NGDN",NA
"RSPO1",NA
"CHID1",NA
"LHFPL3",NA
"LRR1",NA
"MMAB",NA
"FCMR",NA
"SLC16A6",NA
"RAB4A",NA
"WDR61",NA
"GPATCH11",NA
"L3HYPDH",NA
"NFKBIA",NA
"ZDHHC20",NA
"PRSS1",NA
"PLEKHG7",NA
"CDH24",NA
"SSTR2",NA
"ZNF256",NA
"REEP1",NA
"OTUD3",NA
"SIGLEC11",NA
"PRIM1",NA
"AGFG1",NA
"CTSG",NA
"ZSCAN22",NA
"M6PR",NA
"USP46",NA
"AKR1C3",NA
"SOX15",NA
"MIPOL1",NA
"CDC25C",NA
"PURG",NA
"LANCL3",NA
"DCUN1D1",NA
"GIPC2",NA
"TRIM34",NA
"BSX",NA
"CCDC121",NA
"TRIM59",NA
"CHMP3",NA
"ZNF385B",NA
"BARX1",NA
"GSG1",NA
"SHLD2",NA
"NHEJ1",NA
"PRRX2",NA
"SFTPC",NA
"SMTNL1",NA
"PSPC1",NA
"TMEM127",NA
"AHNAK",NA
"MORF4L1",NA
"RRS1",NA
"PRR5L",NA
"LRRC66",NA
"CRYBB2",NA
"CHRM1",NA
"RAC1",NA
"ZBED8",NA
"RASGEF1C",NA
"ITPK1",NA
"ANKRD63",NA
"CD19",NA
"HTR3E",NA
"ZNF157",NA
"ZNF101",NA
"FGF22",NA
"EOMES",NA
"ENTPD8",NA
"MAD2L1BP",NA
"HSPA1L",NA
"SOST",NA
"CYC1",NA
"ZNF837",NA
"NUBP1",NA
"DECR1",NA
"ZBTB5",NA
"FAM173B",NA
"TMEM30B",NA
"FBXW12",NA
"PRSS22",NA
"TCF21",NA
"HP",NA
"N4BP3",NA
"SULT1A2",NA
"IFNLR1",NA
"PLP1",NA
"TOMM34",NA
"PPP1R36",NA
"ARHGAP36",NA
"RABGGTB",NA
"NUP58",NA
"XPNPEP3",NA
"CCDC130",NA
"KCTD1",NA
"ZNF775",NA
"SCD",NA
"KCNN2",NA
"WDR25",NA
"JAM3",NA
"PIP4K2C",NA
"RPUSD4",NA
"RNF144A",NA
"MSS51",NA
"ST3GAL4",NA
"GFRA4",NA
"SCML4",NA
"ARMT1",NA
"ZNF391",NA
"PRSS42",NA
"LRRC56",NA
"PLD2",NA
"ACP6",NA
"KCMF1",NA
"PMP22",NA
"THEMIS",NA
"TRIM14",NA
"VNN3",NA
"ZNF57",NA
"S1PR1",NA
"GKAP1",NA
"CSRNP1",NA
"VPS37A",NA
"MRPL45",NA
"NUDT13",NA
"RPL18",NA
"SERPINB2",NA
"INHBA",NA
"OGFOD3",NA
"ATG5",NA
"GNL3L",NA
"SGPP1",NA
"ZNF181",NA
"FGFR1OP2",NA
"NAGK",NA
"SLC39A8",NA
"VAT1L",NA
"ASPA",NA
"ZNF213",NA
"LRRC47",NA
"DUSP5",NA
"CBLN3",NA
"TMEM256-PLSCR3",NA
"SLC38A6",NA
"METAP1D",NA
"RBM22",NA
"CX3CL1",NA
"ABHD10",NA
"GPR84",NA
"SFXN3",NA
"ACOT7",NA
"LHFPL4",NA
"WWTR1",NA
"ZNF18",NA
"LEFTY2",NA
"RND1",NA
"SLC25A2",NA
"AGTRAP",NA
"AQP8",NA
"COQ10A",NA
"CDS1",NA
"NOMO1",NA
"ATG4A",NA
"CEACAM5",NA
"ZNF443",NA
"ZNF799",NA
"DUSP15",NA
"SFRP1",NA
"WTAP",NA
"TMC1",NA
"GRB2",NA
"CALN1",NA
"ZNF250",NA
"SERPINB10",NA
"SPSB4",NA
"ARFRP1",NA
"BLZF1",NA
"STX16",NA
"DUSP11",NA
"TOX2",NA
"DCTN2",NA
"RP2",NA
"B4GALT1",NA
"HOXB7",NA
"DNAJB2",NA
"HARBI1",NA
"UGT2B11",NA
"PYGL",NA
"TWIST2",NA
"ATP1B2",NA
"EXOC4",NA
"CSHL1",NA
"PDE4B",NA
"ZNF852",NA
"SLC25A53",NA
"LRRC39",NA
"CHRNA10",NA
"HFE",NA
"SULT1C2",NA
"TMEM26",NA
"B3GNT8",NA
"NOB1",NA
"ARRDC3",NA
"EGFL8",NA
"KIAA0513",NA
"CLDN14",NA
"TRIM21",NA
"CA7",NA
"AVEN",NA
"CUEDC2",0
"ZNF467",NA
"MINDY3",NA
"PROSER1",NA
"ZNF8",NA
"ANKRD2",NA
"C1QL2",NA
"UBAC2",NA
"GSC",NA
"IL1RL1",NA
"RPLP0",NA
"RBMS2",NA
"TSPAN9",NA
"ZFAND1",NA
"CHP1",NA
"TXNIP",NA
"MEGF9",NA
"ARPC2",NA
"HSPBP1",NA
"PIP4P1",NA
"WARS2",NA
"SLC35F2",NA
"HOXC5",NA
"IFIT1",NA
"RNF113A",NA
"HOXC8",NA
"CAPN10",NA
"ZNF345",NA
"SCAMP3",NA
"ITK",NA
"DUSP8",NA
"RAB3A",NA
"KLK6",NA
"BCL9L",NA
"SLC15A5",NA
"KIAA1191",NA
"IL17RB",NA
"SERPINB13",NA
"DDAH1",NA
"DAAM2",NA
"SMAD2",NA
"AFMID",NA
"EBP",NA
"RPL23",NA
"CYB561",NA
"WDR17",NA
"DNAJB6",NA
"TRNT1",NA
"DPEP1",NA
"ZMYM4",NA
"EFCAB12",NA
"IL13RA2",NA
"FOXS1",NA
"C12orf50",NA
"FCN2",NA
"UCK2",NA
"ADAM20",NA
"FAR2",NA
"GOLM1",NA
"HSD17B3",NA
"CYP2A13",NA
"MLF2",NA
"GAL3ST1",NA
"GTF2E1",NA
"PSG3",NA
"ASS1",NA
"AKTIP",NA
"NKX2-3",NA
"AQP6",NA
"COQ4",NA
"BMP8B",NA
"FUZ",NA
"ETV7",NA
"ACTL8",NA
"SRD5A1",NA
"LRRC75A",NA
"FGF12",NA
"KCTD10",NA
"FAM53C",NA
"ZNF140",NA
"FAM102A",NA
"OAS1",NA
"UBOX5",NA
"KLK14",NA
"CCDC114",NA
"PEX26",NA
"PCDHB11",NA
"CCDC112",NA
"SSRP1",NA
"ZSCAN18",NA
"SERPINB5",NA
"BTN3A3",NA
"GPBP1L1",NA
"CHGA",NA
"LDAH",NA
"BBOF1",NA
"CENPB",NA
"MLLT1",NA
"ANTXRL",NA
"DENND1B",NA
"DHRS7C",NA
"ERRFI1",NA
"CHRDL1",NA
"PXMP2",NA
"NCK1",NA
"TNFRSF1B",0
"SERPINI2",NA
"SLA",NA
"DERL1",NA
"ZFP1",NA
"HAND2",NA
"ZNF331",NA
"PANX2",NA
"RHOC",NA
"IPCEF1",0
"LMO2",NA
"UPK1A",NA
"DNAJB13",NA
"CD276",NA
"SDF2",NA
"NXF3",NA
"ELFN1",NA
"ELAVL1",NA
"KLK12",NA
"PPM1N",NA
"CCDC38",NA
"NEGR1",NA
"B3GALT4",NA
"DHRS9",0
"RASA2",NA
"GLT8D2",NA
"TBL2",NA
"BHLHE41",0
"TLR1",NA
"FOSL2",NA
"PSMD7",NA
"ZDHHC18",NA
"ANKRD10",NA
"CYB5R2",NA
"VEGFD",NA
"KCTD12",NA
"SF3A2",0
"TCN2",NA
"KLF11",NA
"GORAB",NA
"CYGB",NA
"RCAN3",NA
"SLC16A12",NA
"FCN1",NA
"CDADC1",NA
"MSRB1",NA
"MAPK12",NA
"GPR37L1",NA
"CABLES2",NA
"DCUN1D4",NA
"LCA5L",NA
"ZNF275",NA
"ELOVL4",NA
"SNRNP48",NA
"SPATA16",NA
"SNUPN",NA
"NRTN",NA
"ZNF551",NA
"B4GAT1",NA
"ASTL",NA
"IK",NA
"P2RX3",NA
"FBXO25",NA
"ZNF625",NA
"DPH7",NA
"SLC32A1",NA
"EFNA4",NA
"AKAP4",NA
"CDC20B",NA
"WDR89",NA
"TRABD",NA
"DCAF8L2",NA
"ZNF571",NA
"SERPINB12",NA
"MOSPD2",NA
"RCN3",0
"ZNF543",NA
"CELA2B",NA
"TSPAN11",NA
"ACPP",NA
"PQLC2",NA
"TJAP1",NA
"MEOX2",NA
"PRSS21",NA
"CRX",NA
"KCNK2",NA
"ABHD16B",NA
"HECA",NA
"PTPMT1",NA
"RNF10",NA
"TFDP1",NA
"ADORA3",0
"ZNF43",NA
"BBX",NA
"SRFBP1",NA
"ZDHHC9",NA
"CNR1",NA
"PODXL",NA
"CA8",NA
"ASB6",NA
"QPCT",NA
"RASSF9",NA
"MAGEE2",NA
"USP8",NA
"MCAT",NA
"NTSR1",NA
"SCG2",NA
"GTDC1",NA
"C16orf71",NA
"RAB24",NA
"ABRAXAS1",NA
"TTPA",NA
"ADGRG3",NA
"TSFM",NA
"GOT1L1",NA
"KRT37",NA
"MYLK4",NA
"CDK3",NA
"MAPK11",NA
"CYP2A7",NA
"GPR153",NA
"RER1",NA
"ANGPTL3",NA
"TSPYL2",NA
"PNMA8B",NA
"GTF2H3",NA
"GDPD1",NA
"PCDH1",NA
"GPN1",NA
"LDHB",NA
"TNFSF13",NA
"PI4K2A",NA
"NSFL1C",NA
"ANKRD9",NA
"ZNF496",NA
"FAM172A",NA
"RNF130",0
"ADPRHL1",NA
"CYP2A6",NA
"STAM2",NA
"PTGIR",NA
"ZFYVE27",NA
"DHH",NA
"SLC30A10",NA
"PYCR1",NA
"ZNF461",NA
"FAM151A",NA
"FAM78A",NA
"EXOSC2",NA
"UFD1",NA
"HAO1",NA
"WISP3",NA
"GFRA3",NA
"ZNF549",NA
"JMJD4",NA
"DCAF17",NA
"PTX4",NA
"KRT34",NA
"MPND",NA
"ZNF330",NA
"RIOX2",NA
"SLC22A9",NA
"STRIP2",NA
"ENTPD3",NA
"PSME4",NA
"PALM3",NA
"PGBD5",NA
"LRRC31",NA
"SLC25A19",NA
"MLLT3",NA
"MLF1",NA
"ODF2L",NA
"ZNF383",NA
"TMEM175",NA
"USP51",NA
"PARD6A",NA
"LRRC28",NA
"ACTRT3",NA
"RP9",NA
"PRDM11",NA
"HOXB4",NA
"POLR2A",NA
"POLR1A",NA
"SNX32",NA
"DPEP3",NA
"IFT52",NA
"SYT12",NA
"GPRC5D",NA
"SLC22A18",NA
"MAGEL2",NA
"EFCC1",NA
"METTL2B",NA
"KCTD18",NA
"L1CAM",NA
"TLR6",NA
"PLIN1",NA
"U2AF2",NA
"ZNF620",NA
"ZNF248",NA
"USP12",NA
"ZBTB8B",NA
"LYSMD3",NA
"MPV17L2",NA
"CHD7",NA
"GPR176",NA
"CD55",NA
"RNF165",NA
"TNFSF11",NA
"ATXN3",NA
"MBIP",NA
"PDP2",NA
"CBX2",NA
"SLC9A3R2",NA
"ANGPT1",NA
"BBC3",NA
"C9orf50",NA
"CYP4Z1",NA
"FASTKD3",NA
"PAFAH2",NA
"MPPE1",NA
"TSPAN2",NA
"AAMP",NA
"GPR83",NA
"RERG",NA
"LCOR",NA
"ZNF324B",NA
"PCGF5",NA
"SNF8",NA
"GCLC",NA
"ZNF511",NA
"A4GALT",NA
"SEPHS2",NA
"CCNE1",NA
"IYD",NA
"C2orf81",NA
"TMLHE",NA
"CYP8B1",NA
"THUMPD2",NA
"AADAT",NA
"MDH1B",NA
"COL21A1",NA
"C10orf68",NA
"ZNF783",NA
"FYB2",NA
"C9orf64",NA
"ABHD6",NA
"GRASP",NA
"ZNF257",NA
"KRT222",NA
"PAAF1",NA
"PFKL",NA
"MYCN",NA
"ELF4",NA
"ABHD1",NA
"XBP1",NA
"LRP5L",NA
"HTR3D",NA
"ADAL",NA
"HOXD4",NA
"ZFP69",NA
"MYBPHL",NA
"GDF9",NA
"CYP21A2",NA
"HAAO",NA
"ERVFRD-1",NA
"EPHX4",NA
"ZNF726",NA
"RTBDN",NA
"PCMTD2",NA
"SF3B4",0
"USP25",NA
"SAG",NA
"ZIC3",NA
"CAMKMT",NA
"DGLUCY",NA
"ODC1",NA
"ZNF717",NA
"PTPN14",NA
"MBLAC2",NA
"HSPB2",NA
"GNMT",NA
"VAX2",NA
"PNLIPRP3",NA
"TBC1D13",NA
"AQP4",NA
"STX1A",NA
"ZBTB7B",NA
"NDRG3",NA
"TMEM135",NA
"SLC14A1",NA
"H2AFY2",NA
"TM6SF1",NA
"ZMAT1",NA
"SMPD1",NA
"MIP",NA
"EBPL",NA
"SP2",NA
"LRIF1",NA
"TRIM60",NA
"LIPN",NA
"STRN3",NA
"ZNF34",NA
"TSPAN33",NA
"DPM1",NA
"GPD1L",NA
"AADACL2",NA
"DUSP7",NA
"PRL",NA
"TRMT61B",NA
"FAM131B",NA
"MRPS35",NA
"NDUFV3",NA
"ZNF789",NA
"CTTNBP2",NA
"UBFD1",NA
"SAMSN1",0
"MTHFD2",NA
"B3GALT1",NA
"B3GNT7",NA
"GJB4",NA
"ENTPD1",NA
"PDZD3",NA
"GDF1",NA
"ZNF619",NA
"ACP4",NA
"SGO1",NA
"ANKRD65",NA
"PRMT6",NA
"SLC9B2",NA
"GJB2",NA
"PGBD2",NA
"GALR3",NA
"ZNF510",NA
"ATF7IP2",NA
"SUDS3",NA
"TMEM184B",NA
"CELA3B",NA
"PPP1R32",NA
"MYL6",NA
"CRACR2B",NA
"KLK9",NA
"HDHD5",NA
"ZNF554",NA
"USP54",NA
"ICAM3",NA
"PLPP3",NA
"SLC22A24",NA
"SHCBP1L",NA
"ZNF81",NA
"FOXQ1",NA
"LEXM",NA
