"","label"
"PTPMT1",NA
"WDR89",NA
"LEFTY2",NA
"CAMKMT",NA
"ZNF554",NA
"JRKL",NA
"NMUR2",NA
"JAM3",NA
"KRAS",NA
"TLR1",NA
"CD55",NA
"LRRC70",NA
"HAUS3",NA
"ATG4A",NA
"DOLPP1",NA
"DPH7",NA
"RNASEH2C",NA
"SERPINA1",NA
"DENND1B",NA
"C17orf80",NA
"NOB1",NA
"GRB2",NA
"IKBIP",NA
"GDPD1",NA
"DRC3",NA
"RAB32",NA
"GIPC2",NA
"HTR3E",NA
"PRR5L",NA
"METTL2B",NA
"PRSS57",NA
"GPR26",NA
"BHLHE41",NA
"SLC22A24",NA
"ADORA3",NA
"MUCL3",NA
"RABGGTB",NA
"ZNF34",NA
"E2F1",NA
"SLC32A1",NA
"CYP2A13",NA
"HAAO",NA
"VSIG10",NA
"PIP4P1",NA
"ZNF583",NA
"ZNF354C",NA
"PDZD3",NA
"RIOX2",NA
"TRIM56",NA
"HTR3D",NA
"THAP11",NA
"SULT1C2",NA
"CYP2A7",NA
"CCKAR",NA
"ATXN3",NA
"PEF1",NA
"ZFP69",NA
"SLA",NA
"B4GAT1",NA
"TBL2",NA
"RUNDC3B",NA
"IL11RA",NA
"IFIT1",NA
"WARS2",NA
"HOXA13",NA
"MDH1B",NA
"CCDC71",NA
"ZFYVE27",NA
"PURA",NA
"FCAMR",NA
"CBARP",NA
"MLF2",NA
"RNF144A",NA
"ANGPTL3",NA
"ZBED6",NA
"DCTN2",NA
"ANKUB1",NA
"FGF4",NA
"CCDC84",NA
"TNFRSF1B",NA
"GPN1",NA
"QPCT",NA
"SNUPN",NA
"CNN1",NA
"DCAF17",NA
"DIRAS1",NA
"CABYR",NA
"SF3B4",NA
"NDUFAF1",NA
"SPATA22",NA
"TRNT1",NA
"ZNF559",NA
"PIGM",NA
"KLK6",NA
"RPS3A",NA
"TNFAIP1",NA
"KCNK2",NA
"JMJD4",NA
"L3HYPDH",NA
"ZNF415",NA
"FBXL12",NA
"HSD17B13",NA
"UBOX5",NA
"SLC39A8",NA
"SCD",NA
"MYZAP",NA
"KREMEN1",NA
"SHCBP1L",NA
"RNF130",NA
"GFRA3",NA
"EGFL8",NA
"C1QL1",NA
"MAFK",NA
"SSTR2",NA
"CACNG5",NA
"CSHL1",NA
"RALB",NA
"ZNF513",NA
"CHMP3",NA
"REEP1",NA
"DCP1B",NA
"U2AF2",NA
"SPOCK3",NA
"CYP2A6",NA
"SLC9A3R2",NA
"FAM189A2",NA
"TMEM26",NA
"MS4A14",NA
"DUSP5",NA
"MSRB1",NA
"DUSP6",NA
"PGBD5",NA
"ATMIN",NA
"RAB4A",NA
"RBM48",NA
"STAM2",NA
"CKAP2",NA
"ELOVL4",NA
"DIABLO",NA
"SP2",NA
"RANBP3L",NA
"NUBP1",NA
"TTC29",NA
"STX18",NA
"CTSZ",NA
"MRPS27",NA
"MRPS35",NA
"TTC22",NA
"ZNF350",NA
"PAIP1",NA
"FAM131B",NA
"SFXN3",NA
"TMEM175",NA
"ZDHHC18",NA
"GPRIN1",NA
"PCOLCE",NA
"RRS1",NA
"ELF4",NA
"SERPINB13",NA
"ZNF689",NA
"CALN1",NA
"ZNF30",NA
"ALKBH3",NA
"TK1",NA
"TNNI2",NA
"CBX2",NA
"SS18",NA
"CCNE1",NA
"TLR6",NA
"ZNF254",NA
"RPS5",NA
"DXO",NA
"PEX2",NA
"ENTPD3",NA
"CEP57L1",NA
"HOXC8",NA
"CELA1",NA
"RASD2",NA
"SURF4",NA
"P2RX3",NA
"RNF212",NA
"SVOP",NA
"ADRB3",NA
"MAPK12",NA
"TICAM2",NA
"GPD1",NA
"STX1A",NA
"CCDC65",NA
"CD276",NA
"NEGR1",NA
"ZIM2",NA
"CABLES2",NA
"FCN1",NA
"GHSR",NA
"REXO4",NA
"BMP8A",NA
"ZBTB8B",NA
"TBCC",NA
"UQCRC2",NA
"GPR37L1",NA
"CLPP",NA
"ASTL",NA
"HDHD5",NA
"ZNF776",NA
"NCK1",NA
"CYP4Z1",NA
"SNX31",NA
"BHLHE40",NA
"WDR61",NA
"RSPO1",NA
"RP9",NA
"MAGED2",NA
"ARL4C",NA
"AKTIP",NA
"ZNF502",NA
"ZNF511",NA
"LEKR1",NA
"FOXL1",NA
"CYB5D2",NA
"EFCAB3",NA
"LYL1",NA
"KLF11",NA
"ZNF641",NA
"UTP3",NA
"EPHX4",NA
"CHMP2A",NA
"KCTD1",NA
"LMNA",NA
"EME1",NA
"SERPINB10",NA
"SLC9B2",NA
"SAMSN1",NA
"PYCR2",NA
"DDAH1",NA
"NDRG3",NA
"ZNF81",NA
"PAFAH2",NA
"PRSS21",NA
"NSFL1C",NA
"CCDC87",NA
"PRDM11",NA
"MPPE1",NA
"MAPK11",NA
"MLLT1",NA
"RPAP2",NA
"PARD6A",NA
"CKAP2L",NA
"TIMP2",NA
"UCK2",NA
"AAMP",NA
"DCUN1D4",NA
"RPL18",NA
"TDRKH",NA
"SLC35F2",NA
"ZNF662",NA
"GTF2F1",NA
"ADAM29",NA
"ZBTB7B",NA
"RNF113A",NA
"CETP",NA
"GLT8D1",NA
"TLE6",NA
"RER1",NA
"TMEM135",NA
"ERP44",NA
"ADPRHL1",NA
"MIER2",NA
"INHA",NA
"IL22RA1",NA
"RPLP0",NA
"SFTPC",NA
"ASB6",NA
"GAS8",NA
"RND1",NA
"ABHD16B",NA
"ABHD1",NA
"ZNF330",NA
"BEND7",NA
"SAG",NA
"UNC119",NA
"ALCAM",NA
"ZNF214",NA
"KPRP",NA
"ZNF436",NA
"GOT1L1",NA
"VNN3",NA
"POLR1E",NA
"MCAT",NA
"GTDC1",NA
"DPEP3",NA
"MPND",NA
"KCTD15",NA
"PMP22",NA
"OVGP1",NA
"C11orf96",NA
"TRABD2A",NA
"SKP2",NA
"C9orf43",NA
"BFAR",NA
"TM6SF1",NA
"PDP2",NA
"CUEDC2",NA
"PJA2",NA
"APOBEC3D",NA
"PJVK",NA
"EFNA4",NA
"HP",NA
"CLN8",NA
"TTC23",NA
"SERPINB2",NA
"CNPPD1",NA
"TNFRSF11A",NA
"ENDOU",NA
"DDRGK1",NA
"CA8",NA
"HS3ST3A1",NA
"SEC62",NA
"NMNAT1",NA
"DECR1",NA
"RAC1",NA
"CRYBB2",NA
"TRABD",NA
"ZAR1",NA
"CTTNBP2NL",NA
"CLDN4",NA
"SHISA6",NA
"TRMT2B",NA
"SULT1A1",NA
"DPEP1",NA
"FOXE3",NA
"SLC17A3",NA
"ACOT9",NA
"SLC14A1",NA
"KLF4",NA
"GTF2H3",NA
"FAM114A2",NA
"RTN4IP1",NA
"TSNARE1",NA
"MIEF2",NA
"ENTPD1",NA
"TRIM22",NA
"PLEKHF1",NA
"FKBPL",NA
"CHP1",NA
"COQ4",NA
"SUDS3",NA
"BRMS1L",NA
"PTGIR",NA
"THAP3",NA
"TRA2B",NA
"STK33",NA
"SNX11",NA
"DNAJB13",NA
"RMI1",NA
"MAFG",NA
"PNMA3",NA
"PINX1",NA
"PRLHR",NA
"NLRP10",NA
"PPM1H",NA
"CDK3",NA
"HDX",NA
"SERPINI2",NA
"ZNF540",NA
"PIP5KL1",NA
"MBP",NA
"ANKRD10",NA
"TMEM30B",NA
"HSPB7",NA
"PABPN1L",NA
"GAL3ST1",NA
"RAB3D",NA
"PDSS2",NA
"B4GALT1",NA
"ZNF836",NA
"C17orf75",NA
"SMYD3",NA
"INPP5D",NA
"PRSS1",NA
"KLK14",NA
"IL20RA",NA
"SPAM1",NA
"ADAM21",NA
"PRSS22",NA
"PPP1R37",NA
"PSMD7",NA
"CENPN",0
"WISP3",NA
"TESPA1",NA
"TMCO1",NA
"TCHHL1",NA
"MOSPD2",NA
"ZFP37",NA
"LRRC23",NA
"ACTL8",NA
"CPA4",NA
"DUSP8",NA
"SLC16A12",NA
"FAM102A",NA
"GPRC5D",NA
"METAP1D",NA
"MLLT3",NA
"UFD1",NA
"KLHDC2",NA
"PTGES2",NA
"FBXO43",NA
"SMUG1",NA
"DNAAF2",NA
"ZSCAN25",NA
"KRT34",NA
"FOXI2",NA
"TANGO2",NA
"RCAN1",NA
"ACP4",NA
"RCN3",NA
"AP5B1",NA
"ARFRP1",NA
"CD5",NA
"TFDP1",NA
"SEPT14",NA
"TMEM43",NA
"SERPINB12",NA
"ANXA4",NA
"GPR153",NA
"TNIP3",NA
"STK19",NA
"SLC25A53",NA
"CIRBP",NA
"MYLK4",NA
"ENDOG",NA
"TMPRSS11D",NA
"NUFIP2",NA
"MTHFD2",NA
"TNFSF13",NA
"ZNF233",NA
"FEZF1",NA
"SLC17A4",NA
"GPR176",NA
"TBC1D13",NA
"AK1",0
"SPSB4",NA
"UBFD1",NA
"ZNF671",NA
"NAP1L4",NA
"LNPK",NA
"SYT17",NA
"PCDHB12",NA
"PXMP2",NA
"SLCO6A1",NA
"PSTPIP1",NA
"HOXB7",NA
"BMP15",NA
"E2F2",NA
"RNF219",NA
"PARL",NA
"USP12",NA
"TOX3",NA
"ANGPT1",NA
"SLC22A11",NA
"ZSCAN21",NA
"RRAS",NA
"FAM114A1",NA
"DACT3",NA
"KCTD18",NA
"SPAG4",NA
"UNC5CL",NA
"COQ9",NA
"RHOC",NA
"BTN2A2",NA
"ZDHHC9",NA
"ZNF398",NA
"TFAM",NA
"NRTN",NA
"MBLAC2",NA
"UGT3A2",NA
"TSPAN9",NA
"CCDC86",NA
"RPL23",NA
"HECA",NA
"TSFM",NA
"TOX",NA
"ARID3B",NA
"IFT52",NA
"ARPC2",NA
"NTSR1",NA
"PRMT6",NA
"CRYM",NA
"NKX2-8",NA
"FGF18",NA
"UGT2B7",NA
"ELAVL1",NA
"IRGQ",NA
"HSD17B1",NA
"HYAL4",NA
"SLC25A2",NA
"SLC15A3",NA
"CCDC82",NA
"AGK",NA
"FCRL4",NA
"UGT2B10",NA
"PLPP7",NA
"KIAA1328",NA
"SPATA6",NA
"WISP2",NA
"CYP8B1",NA
"ZBTB33",NA
"PEX26",NA
"ATG13",NA
"SFRP1",NA
"FOSL2",NA
"EBP",NA
"SAPCD2",NA
"LILRB5",NA
"EIF4E2",NA
"RHAG",NA
"LIPN",NA
"NUDT9",NA
"TEDC2",NA
"ZSWIM3",NA
"WIPF2",NA
"FAAH2",NA
"ZNF648",NA
"CCDC120",NA
"KRT37",NA
"RTN4RL2",NA
"TSPAN2",NA
"SIRT6",NA
"MYBPHL",NA
"PUS7L",NA
"BMP8B",NA
"VASP",NA
"DNASE2B",NA
"HAO1",NA
"ZBTB34",NA
"CEP72",NA
"EXOSC2",NA
"USP29",NA
"IL21R",NA
"DPM1",NA
"AQP5",NA
"GLMN",NA
"MMP8",NA
"HERPUD2",NA
"GBGT1",NA
"ST3GAL5",NA
"NKX2-3",NA
"ZNF699",NA
"ZNF35",NA
"GORASP2",NA
"FGF22",NA
"GCNT3",NA
"MMAB",NA
"MBNL3",NA
"SOX15",NA
"HSD17B3",NA
"ZNF385A",NA
"NAA30",NA
"ZKSCAN4",NA
"MAP7D3",NA
"H2AFJ",NA
"IFIT5",NA
"DGAT2L6",NA
"C8orf34",NA
"CA7",NA
"NAP1L1",NA
"CCDC60",NA
"S1PR1",NA
"RAP2A",NA
"INHBA",0
"FLG",NA
"IGSF21",NA
"ANKRD33",NA
"RAB33A",NA
"RNF39",NA
"THOC6",NA
"RERG",NA
"CHMP4C",NA
"DNASE1",NA
"ATXN10",NA
"SMAP1",NA
"PRL",NA
"PRRC1",NA
"SF3A2",NA
"ZBTB25",NA
"SFTPB",NA
"FGF12",NA
"GPR83",NA
"DHRS9",NA
"FAM83C",NA
"AADAT",NA
"RBMS3",NA
"MAP3K8",NA
"SKAP1",NA
"RAB24",NA
"KRT222",NA
"SEPHS2",NA
"ZNF526",NA
"AGMO",NA
"ZNF675",NA
"RNF32",NA
"C10orf90",NA
"TFB1M",NA
"KCTD10",NA
"FOXA3",NA
"CAMK4",NA
"C9orf64",NA
"KDM8",NA
"NECAB3",NA
"GDF9",NA
"PCMTD2",NA
"LRRN4",NA
"PPM1L",NA
"SYT12",NA
"C11orf49",NA
"GRSF1",NA
"RP2",NA
"SH3D21",NA
"ZNF573",NA
"LHFPL3",NA
"NT5C3A",NA
"PNLIPRP3",NA
"PCMTD1",NA
"HOXC5",NA
"CPQ",NA
"ABHD11",NA
"SPATA7",NA
"PQBP1",NA
"CELA2B",NA
"BTBD18",NA
"PCBP3",NA
"KRR1",NA
"CARNMT1",NA
"PPM1F",NA
"PABPN1",NA
"CYGB",NA
"FBXO44",NA
"IL23R",NA
"DECR2",NA
"SSBP2",NA
"VTI1A",NA
"FBXO32",NA
"TSPAN4",NA
"ZNF300",NA
"MEOX2",NA
"RBFOX3",NA
"FAM131A",NA
"RRP8",NA
"B3GALT1",NA
"YWHAG",NA
"C2orf78",NA
"CALB1",NA
"PQLC2",NA
"KLK12",NA
"RGPD4",NA
"CTD-3088G3.8",NA
"LTBR",NA
"HRC",NA
"ATP6V0D2",NA
"OTOP1",NA
"TSPAN11",NA
"POT1",NA
"SUPT3H",NA
"MYL6",NA
"SERPINB5",NA
"BCL3",NA
"LRRC24",NA
"SDF2",NA
"SLC39A4",NA
"IYD",NA
"GGT1",NA
"ZNF766",NA
"SNF8",NA
"AQP8",NA
"TEX9",NA
"C7orf31",NA
"MYCN",NA
"MED27",NA
"TRIM65",NA
"KDM4E",NA
"GABPB2",NA
"ZDHHC3",NA
"IFI16",NA
"AHSA1",NA
"PRDM7",NA
"TRIM50",NA
"ZKSCAN1",NA
"LMO2",NA
"RNF144B",NA
"PROSER3",NA
"MAFF",NA
"AFDN",NA
"NIPSNAP2",NA
"ESS2",NA
"MARCH9",NA
"ZNF264",NA
"CA9",NA
"DHRS7C",NA
"TGIF1",NA
"MON2",NA
"CNR1",NA
"MPV17L2",NA
"TXNDC16",NA
"TNFSF11",NA
"TMLHE",NA
"TCTE1",0
"UPK1A",NA
"NDUFAF3",NA
"MYOZ3",NA
"MVB12B",NA
"IST1",NA
"RHOB",NA
"CYB5R2",NA
"ZNF782",NA
"ADAM2",NA
"TACC3",NA
"UNG",NA
"BSX",NA
"TMOD3",NA
"SLC22A18",NA
"NPFFR2",NA
"RMND1",NA
"POU5F1B",NA
"CTDSP1",NA
"TADA2B",NA
"PEX3",NA
"SLC38A2",NA
"ZNF23",NA
"CWC27",NA
"NME7",NA
"UBXN4",NA
"FJX1",NA
"C1QL2",NA
"ZNF33B",NA
"MKRN2",NA
"NECAP2",NA
"CREB3L1",NA
"VCAM1",NA
"HOXD12",NA
"C7orf25",NA
"KIAA1586",NA
"SLC7A13",NA
"ZNF503",NA
"SGK494",NA
"TSPAN33",NA
"TBC1D22A",NA
"HSPBAP1",NA
"FAM98C",NA
"CLUAP1",NA
"TCF21",NA
"SLC16A13",NA
"HOXC11",NA
"SLC30A10",NA
"C16orf72",NA
"REPS2",NA
"FKBP6",NA
"GMEB2",NA
"PLP1",NA
"HYAL1",NA
"GPRASP2",NA
"CYP21A2",NA
"CCDC137",NA
"SOST",NA
"SCTR",NA
"ACOT2",0
"FAM155A",NA
"EFCAB14",NA
"MIIP",NA
"MPDU1",NA
"C17orf47",NA
"TCERG1L",NA
"TMEM198",NA
"FBXO28",NA
"GRAMD2B",NA
"DNASE1L2",NA
"TADA3",NA
"ZNF132",NA
"NDE1",NA
"POGK",NA
"CPA5",NA
"ANKRD33B",NA
"SPR",NA
"PACSIN1",NA
"ZBTB22",NA
"LGMN",NA
"SIGIRR",NA
"MAP6",NA
"GTF2B",NA
"TRIB1",NA
"MPPED1",NA
"STXBP4",NA
"ODC1",NA
"CDKL1",NA
"RBM4B",NA
"ABHD6",NA
"POLR2F",NA
"GRK1",NA
"PCYOX1L",NA
"MFSD4B",NA
"MGME1",NA
"E2F3",NA
"MTAP",NA
"CLYBL",NA
"UTP11",NA
"TRIM58",NA
"TMEM184B",NA
"KCTD12",NA
"RAD23A",NA
"CEP78",NA
"ZNF808",NA
"FOLR1",NA
"RABEPK",NA
"OPHN1",NA
"ATP5F1C",NA
"PLEKHO2",NA
"ZDHHC1",NA
"ZNF319",NA
"TAB1",NA
"PPP1R15B",NA
"BTNL9",NA
"GLCCI1",NA
"TCEA1",NA
"H2AFX",NA
"MLIP",NA
"GALR3",NA
"RIBC1",NA
"TSG101",NA
"SFXN5",NA
"ASB5",NA
"CRTC1",NA
"ZBED5",NA
"ENTPD2",NA
"DEDD",NA
"EBPL",NA
"PKDCC",NA
"SERPINB8",NA
"TANK",NA
"NPTN",NA
"MTDH",NA
"STKLD1",NA
"P2RX5",NA
"SCO1",NA
"DMRTA1",NA
"SNX5",NA
"SDE2",NA
"ZNF613",NA
"MIER3",NA
"METTL22",NA
"FGL1",NA
"UTP14C",NA
"SMYD1",NA
"ABHD8",NA
"MMP27",NA
"METTL2A",NA
"ASPA",NA
"TEKT2",NA
"FAM57A",NA
"HS3ST3B1",NA
"STK17A",NA
"DDX53",NA
"TMEFF2",NA
"LMNTD1",NA
"SAMD14",NA
"FBXL6",NA
"HAPLN2",NA
"NECAB2",NA
"B3GNT7",NA
"PSTPIP2",NA
"TTPA",NA
"NAPSA",NA
"METTL1",NA
"MLEC",NA
"ZNF829",NA
"ZNF527",NA
"FAM83F",NA
"UBE2J1",NA
"DNAJB4",NA
"ZSCAN31",NA
"TICAM1",NA
"CLHC1",NA
"FASTKD2",NA
"CCDC102B",NA
"CELA3B",NA
"UGT8",NA
"TRIM4",NA
"TRIM10",NA
"ASCC1",NA
"GSC",NA
"ZNF746",NA
"OGFRL1",NA
"PIK3R6",NA
"ST8SIA5",NA
"TTLL10",NA
"TMEM127",NA
"CAGE1",NA
"ZNF324",NA
"LHFPL4",NA
"LACTB",NA
"ZNF454",NA
"ZNF449",NA
"CLDN14",NA
"LIPT2",NA
"VRK3",NA
"GZMB",NA
"ANKRD54",NA
"TC2N",NA
"SSBP4",NA
"OLA1",NA
"PITPNM2",NA
"PGGT1B",NA
"PSMD8",NA
"PSMB4",NA
"ZNF821",NA
"FGL2",NA
"DNAJB1",NA
"BARX1",NA
"RIOK1",NA
"ABHD12",NA
"CRX",NA
"MCMDC2",NA
"UGT2A3",NA
"DUSP10",NA
"SLC39A13",NA
"CREB3L2",NA
"ZNF77",NA
"RETREG3",NA
"FAM124A",NA
"TMCO6",NA
"ADIPOR1",NA
"SH2D2A",NA
"CADM4",NA
"SHBG",NA
"IFT57",NA
"UTP18",NA
"CCDC62",NA
"RNF175",NA
"IKZF3",NA
"RNPC3",NA
"KIAA2012",NA
"DUSP7",NA
"GDF1",NA
"HOXB8",NA
"LAG3",NA
"NODAL",NA
"IL2RG",NA
"MUM1L1",NA
"METTL4",NA
"HYLS1",NA
"ZIC3",NA
"NIF3L1",NA
"RAD51D",NA
"PASD1",NA
"ADAL",NA
"PAQR6",NA
"DTX2",NA
"SERINC3",NA
"PPIE",NA
"ST3GAL2",NA
"COIL",NA
"PRSS3",0
"IGLON5",NA
"DMRT2",NA
"TMEM237",NA
"SASH3",NA
"LANCL1",NA
"GOPC",NA
"SAE1",NA
"PPP1R15A",NA
"ABRA",NA
"FBXO34",NA
"FOXS1",NA
"AKAP8",NA
"GPR137B",NA
"DDB2",NA
"CDC7",NA
"NKPD1",NA
"SRSF5",NA
"HPR",0
"ZSWIM8",NA
"H2AFY2",NA
"KLK9",NA
"ROM1",NA
"RSRC1",0
"MBOAT4",NA
"ZNF786",NA
"CAST",NA
"DDI1",NA
"PCDHB8",NA
"TNIP2",NA
"MMP21",NA
"SLC30A2",NA
"HSD3B2",NA
"CCDC185",NA
"NSUN6",NA
"MROH1",NA
"HSD17B8",NA
"AQP6",NA
"GP6",NA
"RDH16",NA
"HSPB2",NA
"HSDL1",NA
"RINL",NA
"AMBP",NA
"PRRX2",NA
"ZNF665",NA
"CSNK1A1",NA
"NELFA",NA
"GALNTL5",NA
"ERF",NA
"TBXA2R",NA
"CAP2",NA
"NFKBIE",NA
"ZNF653",NA
"GPD1L",NA
"GAS2",NA
"ZNF471",NA
"ACBD5",NA
"GPR142",NA
"BACE2",NA
"GPR108",NA
"CELF5",NA
"RNPEPL1",NA
"TRIM47",NA
"CALB2",NA
"CREB5",NA
"ZNF277",NA
"TRMT11",NA
"KCNIP2",NA
"INHBE",NA
"PLPP3",NA
"FAM227B",NA
"RAB3A",NA
"ARHGAP1",NA
"PDIA3",NA
"ZKSCAN3",NA
"ST6GALNAC6",NA
"CFHR4",NA
"MECR",NA
"PRMT3",NA
"BHMT",NA
"TOP2B",NA
"KM-PA-2",NA
"ZBTB3",NA
"DAB1",NA
"ERICH6",NA
"MFNG",NA
"TCEA2",NA
"MARCH1",NA
"UBXN7",NA
"MED26",NA
"LGALS3BP",NA
"SFXN2",NA
"REEP3",NA
"PDIA6",NA
"PSRC1",NA
"MRPS5",NA
"RFC3",NA
"EMC3",NA
"DMRT3",NA
"RAPGEFL1",NA
"PARP15",NA
"CAPZB",NA
"SASS6",NA
"CALCRL",NA
"SIRT2",NA
"G6PC2",NA
"PLEKHA2",NA
"CPA1",NA
"PYCR1",NA
"ZNF672",NA
"CNN2",NA
"HTR1B",NA
"ZNF24",NA
"EHF",NA
"FCRL5",NA
"C6orf222",NA
"IVL",NA
"ANKRD9",NA
"BCL6B",NA
"CENPT",NA
"RRP36",NA
"FAM92A",NA
"MRS2",NA
"LRP5L",NA
"ZFPL1",NA
"DIRC2",NA
"GABPB1",NA
"ARHGAP40",NA
"TAPBPL",NA
"NMUR1",NA
"ZNF365",NA
"CDC6",NA
"ERICH6B",NA
"STK32A",NA
"TMEM266",NA
"HYI",NA
"RPS26",NA
"HAP1",NA
"ZNF207",NA
"CCDC155",NA
"WDR92",NA
"HIRIP3",NA
"UBE2Q2",NA
"SFXN1",NA
"PLPPR5",NA
"SYP",NA
"SLC36A1",NA
"B3GNT6",NA
"R3HCC1L",NA
"PEX16",NA
"TSN",NA
"CSTF2T",NA
"STX3",NA
"STAC",NA
"LMBRD1",NA
"ZNF582",NA
"KLHDC9",NA
"MYLK2",NA
"DHRS7B",NA
"B3GNTL1",NA
"TRAPPC4",NA
"PRSS27",NA
"ERGIC1",NA
"ADRA1B",NA
"HOXD4",NA
"CASC4",NA
"RP11-723O4.6",NA
"HTATSF1",NA
"RNF180",NA
"SLC46A2",NA
"NTHL1",NA
"DNAAF4",NA
"CLDN7",NA
"PPP2CB",NA
"EPRS",NA
"CALR",NA
"ZNF616",NA
"MPV17",NA
"ZNF528",NA
"VAX2",NA
"ATP12A",NA
"PIP4P2",NA
"SPOCK1",NA
"CWC25",NA
"RPS10",NA
"POLE2",NA
"TFG",NA
"LRRD1",NA
"SSTR3",NA
"DEGS2",NA
"LDHB",NA
"DNAJC18",NA
"ZNF750",0
"TEDC1",NA
"FBXO46",NA
"FAT1",NA
"SMYD5",NA
"IKZF4",NA
"VRK1",NA
"CRYBA1",NA
"SIGLEC12",NA
"FAM49B",NA
"AFM",NA
"AQP4",NA
"SLC16A2",NA
"FBXO5",NA
"AZIN2",NA
"CDK5",NA
"BMP10",NA
"FBXL7",NA
"B4GALT5",NA
"REXO5",NA
"APOBEC3F",NA
"RNLS",NA
"TMEM79",NA
"MIP",NA
"WSB2",NA
"EI24",NA
"TIGD7",NA
"TCAIM",NA
"PARP3",NA
"LILRB3",NA
"SLC25A19",NA
"ZNF607",NA
"FAM78A",NA
"SLC52A2",NA
"DYNC1LI2",NA
"HSD17B14",NA
"RMDN2",0
"HOXB4",NA
"CCDC141",NA
"SLC41A2",NA
"B4GALT4",NA
"ACTRT3",NA
"ZNF394",NA
"FIBP",NA
"ADPRM",NA
"TAF9",NA
"ZNF652",NA
"CERKL",NA
"CUTC",NA
"P3H4",NA
"RNF214",NA
"CSNK1G2",NA
"ADORA2A",NA
"CEP41",NA
"NXPE3",NA
"RAB5B",NA
"CASS4",NA
"ZNF567",NA
"FAM198A",NA
"DCAF8L1",NA
"TMOD2",NA
"RPL18A",NA
"HACD3",NA
"RBP4",NA
"DELE1",NA
"TECTB",NA
"HAND2",NA
"EPM2AIP1",NA
"LRRIQ3",NA
"ENTPD6",NA
"VWA1",NA
"NHLRC3",NA
"ADRB1",NA
"LRRC43",NA
"ING5",NA
"SMARCE1",NA
"TBP",NA
"ATF7",NA
"CCDC7",NA
"CDK20",NA
"APOA5",NA
"SULT4A1",NA
"TNFRSF11B",NA
"DAB2",NA
"XKR8",NA
"CNST",NA
"SNPH",NA
"MNS1",NA
"CARD9",NA
"P4HB",NA
"RAB33B",NA
"SLC16A4",NA
"TOR2A",NA
"SGCG",NA
"GNMT",NA
"RSPO2",NA
"CADM3",NA
"UFSP2",NA
"A4GALT",NA
"TSPAN18",NA
"ZNF397",NA
"AK8",NA
"GDF2",NA
"ELF2",NA
"ZNF107",NA
"GABPA",NA
"WIF1",NA
"ATOH1",NA
"HIBCH",NA
"HMCES",NA
"FUT7",NA
"LIPA",NA
"NIPSNAP1",NA
"SFRP4",NA
"KDELC2",NA
"CCDC148",NA
"C17orf53",NA
"ZNF564",NA
"METTL25",NA
"PLEKHB2",NA
"CYP20A1",NA
"ATP6AP1",NA
"M1AP",NA
"EXTL2",NA
"ARRB1",NA
"EPHX2",0
"FOXD4L1",NA
"GPN3",NA
"SLC35E1",NA
"ETHE1",NA
"HOXA11",NA
"TRADD",NA
"ANKRD16",NA
"SLC16A9",NA
"TWIST2",NA
"FN3K",NA
"TCP11L2",NA
"PROZ",NA
"PRTFDC1",NA
"DLK1",NA
"NAPG",NA
"CA14",NA
"RPL7",NA
"UNC93A",NA
"ERG",NA
"SERINC1",NA
"CIAO1",NA
"FSD1",NA
"CCDC110",NA
"PRDM14",NA
"MYCL",NA
"B4GALT6",NA
"CSRNP2",0
"ZNF565",NA
"HAPLN1",NA
"ABHD3",NA
"CPB1",NA
"PSMD13",NA
"ELF3",NA
"FOXR1",NA
"ALX3",NA
"GNPTG",NA
"OPRK1",NA
"CTSE",NA
"VMP1",NA
"POU1F1",NA
"MAPK1",NA
"SH2D4B",NA
"DAW1",NA
"ZNF614",NA
"PBXIP1",NA
"TRIB3",NA
"HAO2",NA
"KIF25",NA
"ZNF148",NA
"ANGPTL4",NA
"ZNF283",NA
"EIF2S2",NA
"ST6GAL2",NA
"SRSF2",NA
"FAM222B",NA
"APRT",NA
"PRKACA",NA
"SHB",NA
"POLD3",NA
"PARVB",NA
"TRIM27",NA
"BROX",NA
"SLC39A14",NA
"TRMT13",NA
"PYCR3",NA
"STK32B",NA
"ACY3",NA
"LRIT1",NA
"CASP2",NA
"NSUN7",NA
"RNF2",NA
"NDRG2",NA
"SLC25A45",NA
"NSMCE4A",NA
"RBAK",NA
"PCDHB3",NA
"TRAIP",NA
"TMPRSS11E",NA
"ARL8A",NA
"ZNF816",NA
"SLC39A5",0
"ZNF347",NA
"TSC22D2",NA
"ENO4",NA
"MRM3",NA
"GPR149",NA
"GSG1L",NA
"TRMT12",NA
"MAGEC3",NA
"PCYT1B",NA
"TMEM184C",NA
"CFAP47",NA
"ZNF442",NA
"LSM14A",NA
"MYF6",NA
"TENT5B",NA
"ATG4D",NA
"ECH1",NA
"PPP2CA",NA
"DUSP1",NA
"ARFIP1",NA
"CAPNS1",NA
"PHAX",NA
"PRDM4",NA
"BCL11B",NA
"MFSD9",NA
"RPRD1B",0
"FOXQ1",NA
"CTSW",NA
"HSF5",NA
"RAB11A",NA
"GRWD1",NA
"PIGW",NA
"NOSTRIN",NA
"PCDHB10",NA
"C7orf43",NA
"TRMT5",NA
"RAVER1",NA
"MEST",NA
"HOXA1",NA
"COQ5",NA
"GCM1",NA
"CCDC51",NA
"RIMKLB",NA
"MYO1D",NA
"ZDHHC14",NA
"RIPK3",NA
"IRX1",NA
"PPM1A",NA
"SLC46A3",NA
